源节点,目标节点,担保时间,担保类型,担保金额
T302ca14bbc2c8f1f0622789340f83bc4,T29c42ba1946daa0e7f0f248f29e27668,1900-1-1,Cross,25500
Td4d4e09eb72b2371cb66bff16ed5c067,Tf21e5df1208429dcc2cedd8d614806b0,1900-1-1,Focus,25500
T6f373761ca911bbfaee6b18eeb0db447,T6a227846477d9aedbd673be494012b86,1900-1-1,Chain,25509.196
T80b7fb312a1a7557cb9fa99e0a92a814,T08c7c7021baee5492780deadbafa133d,1900-1-1,Cross,25526
T927fcbbaa183104ca8bfa2df20ea4ca5,T087b1fc6361c8324718af5b1c821e686,1900-1-1,Chain,25600
T927fcbbaa183104ca8bfa2df20ea4ca5,T087b1fc6361c8324718af5b1c821e686,1900-1-1,Chain,25600
Te7350892dfb52a2c41e0f6e88d2bd361,T190dc233c59e3c1756e5922e2477ebed,1900-1-1,Chain,25777
T43f5f5fe45b22fb1c4e1606f70def2df,T493bdad47af604ffa43a3ad50acaa127,1900-1-1,Cross,26000
T43f9f3693c9295b4018a80922fabb020,T249302d8776744b99dfca50397c1eb68,1900-1-1,Chain,26000
T486c7d4843fba09143559613809e0feb,T41891f387b3bb79f072afce95e2f4a4f,1900-1-1,Chain,26000
T52d118e7ce5011ea6d31a859255ef446,Tea56c1ff6025acd749be1829d3f15081,1900-1-1,Cross,26000
T60a036b5e02295d718250c313a5af146,T07d37ed4ebfa94a0a5350f3f445a9d30,1900-1-1,Cross,26000
T67983edfa98cfd37c54cc661a367fbad,T42ad02f69437ac37335fd736bf1e830c,1900-1-1,Chain,26000
T687794eac46af445cd061f15c7183f78,T495c72bda7adbede8a13f032354a9eb3,1900-1-1,Cross,26000
T8be5d355048f7d6062bfa72be5e27478,T4d0f7b6aec3586b769b05c45c429361b,1900-1-1,Cross,26000
T8be5d355048f7d6062bfa72be5e27478,Taf8d2a875b0877c240987b350dd0b684,1900-1-1,Cross,26000
T8fecf2e9f3dde9807cba5e2645817984,T20cda7ce298b309321da7bfa53014b46,1900-1-1,Cross,26000
T96c88d49c14fd13df95e63332dbcc91b,Tf22c3365a520513f956a3e9be603a9fa,1900-1-1,Cross,26000
Ta2e8696e2ea40d519691995ad27083e1,T94f034d85e1fe7b3475d5ff2ca30a74a,1900-1-1,Cross,26000
Tab2ca693309c01c1443fe53d775080b0,Tdc169065ad0773b5fa6046c8faa687ae,1900-1-1,Cross,26000
Td2a6e002ff50e0f0862650c2046d9d62,Tdad368bb9bfef3766ba7c943a4f1fa81,1900-1-1,Chain,26000
Tf314f503ac4eb47c6f8344923be3972e,T044341d97a63233c0222587e423e1caf,1900-1-1,Cross,26000
Tf4afb100f3c10bd120ae881b8e4de9d0,T8ba43907da97c55e8f5db4d85a7b59c3,1900-1-1,Chain,26000
Tc9d470377d73e48ab6cfb53bf8e2b239,T3834cb9df587b2d12e6c15ab3e579ab2,1900-1-1,Cross,26019.04
T897e600bf33f8b31e27d1f60af387c9d,T4d319a767943d143a8130501bd410916,1900-1-1,Cross,26196.68
Td41133df1d695699b2ad75f288e8c23a,T8b998cbf2d75943995823c1b0f90370c,1900-1-1,Cross,26200
Te3125db4640b4cbe1aeda48a01c58274,Teb97095c9dc28985b545460728f9cf97,1900-1-1,Chain,26200
Td008ae67f54eb0c2779741ccbfb03a9e,T8cf624481c109a5c187c85adcf2678ca,1900-1-1,Cross,26300
T4c9da167b1f0ec89ab93835395c9f173,Teee1431a1f0bf1136630f26f77faf3b9,1900-1-1,Chain,26384.22
Tee7f80913710874b0011fc7dc321b887,T5c0b7ccc5555b5216ebf0bc305209ac3,1900-1-1,Focus,26400
Td6947e9d6c7452199fed76664226e431,T1992b3e8e0159ae2c5f5fbaee473bbc4,1900-1-1,Focus,26470
Td6947e9d6c7452199fed76664226e431,T4f167feb0fbec3d555ef59ab2bce7ea3,1900-1-1,Focus,26470
Td6947e9d6c7452199fed76664226e431,T60c67f3e1e0833c755a61351a3312b27,1900-1-1,Focus,26470
Td6947e9d6c7452199fed76664226e431,Ta56835538948725e848ae6bc5cf1b548,1900-1-1,Focus,26470
Td6947e9d6c7452199fed76664226e431,Teeeaf05647cea1acee865d38138a1d49,1900-1-1,Focus,26470
T42df0500521fcab83c078d7a6e483e75,Td9b65a24d8ff73567e7ea7263adb7d46,1900-1-1,Cross,26600
Te45577a768f153c74c64566904508604,T2d2b7caf63df440e4e55556cc6b059b0,1900-1-1,Chain,26600
Tc52afcef97a812ea4054ec23baf3bcc9,T1992b3e8e0159ae2c5f5fbaee473bbc4,1900-1-1,Focus,26766.8
Tc52afcef97a812ea4054ec23baf3bcc9,T4f167feb0fbec3d555ef59ab2bce7ea3,1900-1-1,Focus,26766.8
Tc52afcef97a812ea4054ec23baf3bcc9,T60c67f3e1e0833c755a61351a3312b27,1900-1-1,Focus,26766.8
Tc52afcef97a812ea4054ec23baf3bcc9,T6857e35f6ac214fe5c194a621b8505fa,1900-1-1,Focus,26766.8
Tc52afcef97a812ea4054ec23baf3bcc9,T80920d8acb68d853bf8d237ee5206504,1900-1-1,Focus,26766.8
Tc52afcef97a812ea4054ec23baf3bcc9,Ta56835538948725e848ae6bc5cf1b548,1900-1-1,Focus,26766.8
Tc52afcef97a812ea4054ec23baf3bcc9,Tcf4b73257ee7b829302c07f4396eb40c,1900-1-1,Focus,26766.8
Tc52afcef97a812ea4054ec23baf3bcc9,Te74f46fb88eaef378cd911b5cb2c0796,1900-1-1,Focus,26766.8
Tc52afcef97a812ea4054ec23baf3bcc9,Teeeaf05647cea1acee865d38138a1d49,1900-1-1,Focus,26766.8
Tc7771549c73b27773dcefd64147ba4d5,Tdb91469c8c8d03dd599ec1120a1effc8,1900-1-1,Focus,26820
T96a50f9f9405bb74c16aef3809c20963,Tebc02867d1fcf309e416f3d0bc828932,1900-1-1,Cross,26921.08
Ta560a2e6dc6932185332295b5799179b,Tcbcea0ccbd23cf8bdcd6225b76d952b8,1900-1-1,Focus,26947.3
T36dad0f8f4291a6697486ad4d1a6cba7,Tc6ddf66d9478bbb071ad2700fbbed304,1900-1-1,Focus,26971.01
T36dad0f8f4291a6697486ad4d1a6cba7,Tc6ddf66d9478bbb071ad2700fbbed304,1900-1-1,Cross,26971.01
T01b0fe896a9ae0e5fa3950d7e03137b0,T0cf0e288d601c8aa38fc41fdacfd60bb,1900-1-1,Cross,27000
T0bd02f099b620ee2889c209433b6faa5,T9743a4e73fa2b1c6f476e34b92a8ae5b,1900-1-1,Chain,27000
T4ecc363e2cd6e86430aea4a8ee3e803e,Tc94280823726f2f31b58f50899af792d,1900-1-1,Cross,27000
T81deaeaa039ac0d23706e90d207dda22,T23439a2dc183502007e628687dbc1a16,1900-1-1,Cross,27000
T922155602a4d9cb96d9c529d57dea54b,Ta68167dd198a8bec95ddcdce6da34619,1900-1-1,Chain,27000
Tc9061058e1e639ec516d6707ef29f24f,T0460b4bda9d71b452c5e0d26f8caa36d,1900-1-1,Cross,27000
T5c46dfeaad0569e04083be4f5ba70952,Ta8f507b04a7c857a96f57cdecdae2f06,1900-1-1,Chain,27123
T1fe9d26365c5d2a01d2b92704c7e0416,T0bcaa929ac9df7c7533ea231b4c359d7,1900-1-1,Chain,27305.94
T1fe9d26365c5d2a01d2b92704c7e0416,T0bcaa929ac9df7c7533ea231b4c359d7,1900-1-1,Chain,27305.94
T4b69d3614fcc826fbb9a82ba999a6445,Tfaf546b2d8f0611a148e387df9a9cf10,1900-1-1,Cross,27500
Taefcaeaf182d2c1be2590d8571bee25d,Tb1f0b7a456555177acf91d279600fad6,1900-1-1,Focus,27500
T7d700ddaf8d7d96f4e93147a613512cd,Td02a88838992f2fbf561a711fb881e4c,1900-1-1,Chain,27600
T073e0d8926c52ca031fb525239ad4da1,T5c0b7ccc5555b5216ebf0bc305209ac3,1900-1-1,Focus,27762
T8409d9f28ee18f59431e9dbe025fde29,T5c0b7ccc5555b5216ebf0bc305209ac3,1900-1-1,Focus,27762
T9e88347d307b0a75ab789c0d99f8be8e,T5c0b7ccc5555b5216ebf0bc305209ac3,1900-1-1,Focus,27762
Tc372d6af2b44c06b80eeb5a3391b1843,T5c0b7ccc5555b5216ebf0bc305209ac3,1900-1-1,Focus,27762
Tc3a6c2a546cd333d6c74b8bed94416c6,T5c0b7ccc5555b5216ebf0bc305209ac3,1900-1-1,Focus,27762
T53e0c3681ddc4bf342d592eeaf2c99f2,T0f02a0e2f2abcaa00783215eb8dcc31a,1900-1-1,Cross,27940
T2781788cb54d31c75e6fffe082631211,Te4327a4420758574eb3b72dde77bee97,1900-1-1,Chain,28000
T4b69d3614fcc826fbb9a82ba999a6445,T40718b10ac5a364032a81086f4e1b024,1900-1-1,Cross,28000
T4c73a1620d43b261a695337ae7b9c8a6,Tb16ee08181e0603e63de06f022b41ff8,1900-1-1,Cross,28000
T52d118e7ce5011ea6d31a859255ef446,T14d95584558f6063480d33c0ebfc5b8d,1900-1-1,Cross,28000
T52d118e7ce5011ea6d31a859255ef446,Teefe62e7e1bc5391d247b6b0bebc13d0,1900-1-1,Cross,28000
T668e9e0a6dd37fcf6e1c2c8710614e71,T6c7bb565a298db6f7f4fd9efb056d5f7,1900-1-1,Cross,28000
T6e513a5d57c7b8f91f8ea8631dc40dae,T429551c74d4d89335d6a9a138e28526d,1900-1-1,Chain,28000
T716a8ec19869354db8276dcda7389338,T82baac3d42086eea35f3f134d8ea9896,1900-1-1,Chain,28000
T81deaeaa039ac0d23706e90d207dda22,T279f1c7bd1fc096f9a48d4e19c4999de,1900-1-1,Cross,28000
T832f5b8b1e5ab6982feceee262d87e8f,T82baac3d42086eea35f3f134d8ea9896,1900-1-1,Chain,28000
T8bba5c09b3a64fffdfd426215624e309,Tf3f05fabf5869dc197112e0f5bb10559,1900-1-1,Chain,28000
T915d902830b5380e8030b2f32ff7416d,T57f72ace33a16ea626575ac6eb63c580,1900-1-1,Chain,28000
T9ffaab811a776a2fd0c011d8b390a94f,Tb90c36e440d93b118a03fb1a61db4982,1900-1-1,Focus,28000
Ta9b6ba229b670aef278ae0c1c7b590af,T4f167feb0fbec3d555ef59ab2bce7ea3,1900-1-1,Focus,28000
Ta9b6ba229b670aef278ae0c1c7b590af,T6857e35f6ac214fe5c194a621b8505fa,1900-1-1,Focus,28000
Ta9b6ba229b670aef278ae0c1c7b590af,T80920d8acb68d853bf8d237ee5206504,1900-1-1,Focus,28000
Ta9b6ba229b670aef278ae0c1c7b590af,Tcf4b73257ee7b829302c07f4396eb40c,1900-1-1,Focus,28000
Ta9b6ba229b670aef278ae0c1c7b590af,Te74f46fb88eaef378cd911b5cb2c0796,1900-1-1,Focus,28000
Taf3d5ab39b8da0a61565fae93da63b70,Tce8f0c8cd543cf06fee248dcd138c4a5,1900-1-1,Focus,28000
Tc12ace1a4f9d00039c82a45d55fbfbe3,Ta2cbd9e5941ca555c39d3fa3629ba86b,1900-1-1,Cross,28000
Tcd308b9685a6b0ef3b4ed895b0658696,T3aa1239baebf513e5c984ac56117d35d,1900-1-1,Chain,28000
Td54e2ddc28122c5670a61447d4ffb337,T7d8ac6ba8e98ffdd5d1a09b496b9dd23,1900-1-1,Chain,28000
Tea082a5bb36e0b1c459f3de71427abb2,Tf69f3b7db32ffad7867a797f7d305d3a,1900-1-1,Chain,28000
Teb6102411406db09a9d4b990d93c79d0,Tc6ddf66d9478bbb071ad2700fbbed304,1900-1-1,Focus,28000
Teb6102411406db09a9d4b990d93c79d0,Tc6ddf66d9478bbb071ad2700fbbed304,1900-1-1,Cross,28000
T5179e5b987827d1290831c9c40aeba3f,T8223df2d9f2b9a4851e0cce8e4e2ab28,1900-1-1,Cross,28127.66
T8dd082f6efe2983634e365dff26d67e5,T8e10541d1c96146572b0ff66a5e749a2,1900-1-1,Cross,28271.93
T34118c3296fa16ea3e18a6dc5f318ee0,T1a7389af93c34eb8428196b137653090,1900-1-1,Cross,28360
Tc04abfd8859203bb6cb8136860fce3cf,Tf1bd53c16008eb86b018ca4a8bf61695,1900-1-1,Chain,28677.24
T88c2c09b45cfb0d537a79d289ac1ba43,Tc46b0b083978dafa8f5d255241aae293,1900-1-1,Chain,28702
T14b9695ad8882eaa64ad3d3c2ae15d0b,T2fa682d49f9addcdb190ee78da434c58,1900-1-1,Cross,28800
T20b3927c68e3375a8f9f82f83c04a0d4,T7e9d64449a57d2af67ec974c72fa59ac,1900-1-1,Cross,28800
T65a5ba9c19c87aaab5584e701c1b849b,Tdc0ca8704ada22aa3d49f49a0b95a63e,1900-1-1,Chain,28900
T65a5ba9c19c87aaab5584e701c1b849b,Tdc0ca8704ada22aa3d49f49a0b95a63e,1900-1-1,Chain,28900
T94e45d4067d18b52d05cb1caeb62f1da,Td37f11c02079a11d2880a190fa7cb141,1900-1-1,Cross,28900
T2162c3036c0767dec4209feab1ffc79b,Tc59d15ce6fe194b1fdd6f59a4c6e3d49,1900-1-1,Chain,29000
T687794eac46af445cd061f15c7183f78,T21b7adc2ae682b91fd91d3354f2f0500,1900-1-1,Cross,29000
T8dd082f6efe2983634e365dff26d67e5,Te75466d5008dab5ed95542761f9f1ec3,1900-1-1,Cross,29000
Tbfacc16ae6880e552c31b8e17a76736a,Tea881104e6ebcfd5b69c6cb848a64d52,1900-1-1,Focus,29000
Tef2899a3e0e8b9f4c59232c889fd47db,T0f63634060901d914088632225f4e090,1900-1-1,Focus,29000
T6e3438eb73e97243341a67ccfe93934e,T33e22ac4be5101f25e17aea48876853f,1900-1-1,Chain,29120
Ta63cc10f99e8bb4c7c9a5746fcd74a75,T406d66826fe7a4fe7d00e8d081f9ab08,1900-1-1,Chain,29300
Tbb96fb93562a965734da73f1c92780bb,T125e2fe0d76cfa9349f3335c2ff47327,1900-1-1,Cross,29421.06
Tf56b4b3d1eb06c6e4ff11b25fab8397b,Tc2678e4b65a7300e90d5eb2006e1e684,1900-1-1,Cross,29500
Tc4fb636bff2d7d559aba372e2d8c3926,Te9d15a80ce29d57d231589198bab763c,1900-1-1,Chain,29721.4
T90e4aac56b6b455ba7dcf049c74ebb30,Tdb91469c8c8d03dd599ec1120a1effc8,1900-1-1,Focus,29770
T8be5d355048f7d6062bfa72be5e27478,T79aa4d8c4faec69a7628c43a8999e888,1900-1-1,Cross,29800
T29b2909644d4382b6a8e61b5b249e02c,T90e4aac56b6b455ba7dcf049c74ebb30,1900-1-1,Focus,29980
Tc7771549c73b27773dcefd64147ba4d5,T90e4aac56b6b455ba7dcf049c74ebb30,1900-1-1,Focus,29980
Tce818e9626eb7684b57c4aa7e29e5a94,Td91fd6e23fa840fe5313805f6e6cd4c8,1900-1-1,Cross,29999.28
T00a57a254b6a61b82f11221ac255a191,Tb10e8c783356dfd19d875e635d9f602a,1900-1-1,Chain,30000
T01b0fe896a9ae0e5fa3950d7e03137b0,T8eb79fc847d6d22296832d98644cf035,1900-1-1,Cross,30000
T055132c823e2ab9dcf5a5c9c83c16556,Te90a67ddd44bcd7c0d67d82d2957af32,1900-1-1,Chain,30000
T06ed99ebbde2ce4860d5ef3d651ed0d9,Ted28fc3791771af0284f55adf3833305,1900-1-1,Chain,30000
T07f6393754ffe4dbf43245a42d9f0575,T24992032c600ea3dc26efec92149fc3f,1900-1-1,Cross,30000
T07f6393754ffe4dbf43245a42d9f0575,T488ef49fbbe634e354b5728e13cc037e,1900-1-1,Cross,30000
T127ad54de0ed2c98b978e39413d602de,T3ce4aba4ab5884f7dc66ad86165d04cf,1900-1-1,Cross,30000
T14cf5fef86ad26731d33a9f93d4ef3f2,T1992b3e8e0159ae2c5f5fbaee473bbc4,1900-1-1,Focus,30000
T14cf5fef86ad26731d33a9f93d4ef3f2,T4f167feb0fbec3d555ef59ab2bce7ea3,1900-1-1,Focus,30000
T14cf5fef86ad26731d33a9f93d4ef3f2,T60c67f3e1e0833c755a61351a3312b27,1900-1-1,Focus,30000
T14cf5fef86ad26731d33a9f93d4ef3f2,T6857e35f6ac214fe5c194a621b8505fa,1900-1-1,Focus,30000
T14cf5fef86ad26731d33a9f93d4ef3f2,T80920d8acb68d853bf8d237ee5206504,1900-1-1,Focus,30000
T14cf5fef86ad26731d33a9f93d4ef3f2,Ta56835538948725e848ae6bc5cf1b548,1900-1-1,Focus,30000
T14cf5fef86ad26731d33a9f93d4ef3f2,Tcf4b73257ee7b829302c07f4396eb40c,1900-1-1,Focus,30000
T14cf5fef86ad26731d33a9f93d4ef3f2,Te74f46fb88eaef378cd911b5cb2c0796,1900-1-1,Focus,30000
T14cf5fef86ad26731d33a9f93d4ef3f2,Teeeaf05647cea1acee865d38138a1d49,1900-1-1,Focus,30000
T2304637492b6c94f1b4def3e29ef8700,T4ed01696417098512157976b32862f57,1900-1-1,Chain,30000
T24ed379765613d9662f22e2c15470e6a,T7c6f3a960adbcb36760f1319ca959cdd,1900-1-1,Cross,30000
T2bd21b5b6da62e09ce9bc67493dce0b9,Tf36f3dc7cc1ad960e298776b244ebe2d,1900-1-1,Chain,30000
T3254459ccf519602a1c075a5d73ccda5,T376d7d2cf31db095b65b8a15b23d3f2d,1900-1-1,Cross,30000
T3254459ccf519602a1c075a5d73ccda5,Tbd202b4ef0dad2765d21a2de6e6991bf,1900-1-1,Cross,30000
T3f17651e3716496195dfa79fd6b23db3,Tdb76b9a44ef0225bbc3748bddb5b392f,1900-1-1,Chain,30000
T3f1e437b9dde350d9410f7d02f14363d,T4628a817274d4b6ae84753981da2e403,1900-1-1,Chain,30000
T3f1e437b9dde350d9410f7d02f14363d,T4628a817274d4b6ae84753981da2e403,1900-1-1,Chain,30000
T43643e17fadb56aec18f0fca726c053f,T2519e4026e5a3a4a1e3e9ba3f8c59618,1900-1-1,Chain,30000
T44ac03546b9e713c29dc1f0dfe9c1f40,T8307925bebd9d14c5330c87e03bcab7a,1900-1-1,Chain,30000
T493bdad47af604ffa43a3ad50acaa127,T68d993435927259760af82448d3dc8d5,1900-1-1,Cross,30000
T4b69d3614fcc826fbb9a82ba999a6445,T2046903803479000620650ea2e8e72e4,1900-1-1,Cross,30000
T4f1e6411ef8f8a292343b84ec32f55b8,T3a96bf8c305d7b7977159db1318db3fc,1900-1-1,Cross,30000
T52d118e7ce5011ea6d31a859255ef446,T1cb665dedf608faacb21253692d28a63,1900-1-1,Cross,30000
T55dcbf0e845d3067baac3de8a90c10d6,Te3030278fd1d4480a97d80573f2ca298,1900-1-1,Chain,30000
T5e827e76b9e4c1a5b9f8b7cd01ba879e,T838d89e240f568952d029916bb8d8949,1900-1-1,Cross,30000
T65d6bbb13f39bace2d2c9ca9784005db,T2865698d528ed15f31a56ecb6cbc95a0,1900-1-1,Chain,30000
T65d6bbb13f39bace2d2c9ca9784005db,T2865698d528ed15f31a56ecb6cbc95a0,1900-1-1,Chain,30000
T68272d9156c2aae22bc8b7deaf4cf879,T46fe5a0695c8b488d50cc9506316cbce,1900-1-1,Chain,30000
T6a3b1de254e8b86de35c88fe3f01ca9c,T8a5c58541a1b7796655987d52e4a9daa,1900-1-1,Chain,30000
T727982bd7174d4e7921ff65dfee47845,Tc1c02f286cdc7bcb94f0c6662796161e,1900-1-1,Chain,30000
T774c13e7efb2c36cc832c78bfec22edb,T38f5b7070a36ae60f44ed6df68ac891e,1900-1-1,Chain,30000
T80b7fb312a1a7557cb9fa99e0a92a814,Tbb8d67872f718e3f4950a476b8cf3d4d,1900-1-1,Cross,30000
T8256980eb36767885f203516a6d54a97,T5762b0ad1eda37554747a510d4f90536,1900-1-1,Chain,30000
T8fecf2e9f3dde9807cba5e2645817984,T6c3b0c6c6e353ce8def79bab4b4defaf,1900-1-1,Cross,30000
T8fecf2e9f3dde9807cba5e2645817984,T8a9e494e5b42eda8dd38aeb5173f7ecb,1900-1-1,Cross,30000
T91fe565a4ffafb2e873b2ee569293644,T6819882a116ed8cb1e46f4dec67ee562,1900-1-1,Cross,30000
T91fe565a4ffafb2e873b2ee569293644,T6f6d077bf9eeee9c60ba120e640f47f4,1900-1-1,Cross,30000
T91fe565a4ffafb2e873b2ee569293644,T73a1c569ca290a9bd7de166897d158f0,1900-1-1,Cross,30000
T92f6815468ed1b91abbd78d6a5c27fb8,T6159f694e5510d5f099626b94ef1ccec,1900-1-1,Chain,30000
T932d2544075b8734ad745a1876f4291d,Tb751d230df7b8200638c61c623e6a87e,1900-1-1,Chain,30000
T96c88d49c14fd13df95e63332dbcc91b,T7122fba1e19c32fa12f2677743d907a3,1900-1-1,Cross,30000
T97c3a4a0b31c1d66761f8378ffca068e,Tabd033968c20aaed0db795de39e4ce35,1900-1-1,Cross,30000
Ta26fdfb994d0477a3469787e7f33f93c,T2c5298982818eeff0a07f144d0fd7095,1900-1-1,Cross,30000
Ta2e8696e2ea40d519691995ad27083e1,Tc0680bf2d961a81c8578752398d7b81f,1900-1-1,Cross,30000
Ta42ae6be7d290061691b85a58a98be20,T4b4b50f6a64a2f60e4e4a025bc320d89,1900-1-1,Chain,30000
Tab2ca693309c01c1443fe53d775080b0,Td0295beb9eabd1c17e6abadc83a1e500,1900-1-1,Cross,30000
Tab3a1918e60f6c0ce508c4e61a7f48bd,T9dd60cbb435a1ee3a5fb93754bad0047,1900-1-1,Focus,30000
Tad952b79e8a9d485a93e61044892821e,Ted5be2733ff4cdb36b02906b885763c6,1900-1-1,Cross,30000
Tb382a1c27e6e85492141bec4feef71cb,T8a41cc266959e43e5731f16c43eef6d1,1900-1-1,Cross,30000
Tbaae6c5e0f9a8e257e5ac12c599b01fc,Tcf71e434675af8afa8e7b2573127c92b,1900-1-1,Chain,30000
Tbf01cd09d48d974458327e5db80d8574,T4ae76a5f93eb421401493a5be0bf191f,1900-1-1,Cross,30000
Tc027fc740a9837b5da357bbf82b7056c,T9dd60cbb435a1ee3a5fb93754bad0047,1900-1-1,Focus,30000
Tc9061058e1e639ec516d6707ef29f24f,T4bb91cb1388b80dd60e4abf761023765,1900-1-1,Cross,30000
Tca2e5a74195720cfd2cb1c16c4cfbb51,T79ff4d9e2375c3451faecbef09d74c9f,1900-1-1,Cross,30000
Tca2e5a74195720cfd2cb1c16c4cfbb51,T79ff4d9e2375c3451faecbef09d74c9f,1900-1-1,Focus,30000
Tcdb5ef123095a75175959ffd7dcc3b4c,Te6d3e6a6fc5a4fad434239d9c4c90e7d,1900-1-1,Cross,30000
Tcfeba01fa430cd3e78db371d37f395b5,Te0df3686ffad5440598fd5bfbd38cb26,1900-1-1,Cross,30000
Td008ae67f54eb0c2779741ccbfb03a9e,T91b8551e7e2069944ad67562ac08eed1,1900-1-1,Cross,30000
Td4f32061c5fdfb9dc9c06fea9e72ab9a,T45c5239c1c5998e6b1f465eaf946d73f,1900-1-1,Cross,30000
Tde5ce2d131e78d1c85d09b9917b00cd9,T0691e27be4cd2bb4534d3e2bf5a988db,1900-1-1,Cross,30000
Te45e6444fabcbb803f73ef50e4d85165,T08a28ecf07f856cf38a9ae4c314fdff3,1900-1-1,Chain,30000
Tf32ad0bbf10f188787c2998100fcf225,T9a4a029c5229498a4afed4fa5be6973b,1900-1-1,Cross,30000
Tf56b4b3d1eb06c6e4ff11b25fab8397b,T3bb4d18c72db31497ff38916a2e6b3ef,1900-1-1,Cross,30000
Tf7f41f29a426dcf56110cfaa07c74e87,T149f60e1c6216ac8bd7739ffcc06253d,1900-1-1,Chain,30000
Tf82842e3eb4e835f52f78d8ab715592e,Tc97f1168eeb23c8798b97bf5c5dc77c9,1900-1-1,Cross,30000
Tf8b77f4a7d2de7370b973c9f32dbf927,T4accdc58830fdfaa5304fe5eb66b30a8,1900-1-1,Chain,30000
Tf995e7f9e280964ec39c564a92c0db74,T02064e05dd4ff856e81bc64cb0824132,1900-1-1,Cross,30000
Tfcf746538d1d3ccdbd14df7b64ce16db,T87085fa1c297fcd4109b65d3394072a0,1900-1-1,Chain,30000
T1cef472d04f54abe8c752da3c945ce76,Td72f20fc35bf6fe1e43c7a61ca135c68,1900-1-1,Chain,30046
T841ad4c3596a6a6ea970aa49fd5f527e,T8d5ab94a37146048ff369bed6a32b60b,1900-1-1,Chain,30050.1
T841ad4c3596a6a6ea970aa49fd5f527e,T8d5ab94a37146048ff369bed6a32b60b,1900-1-1,Chain,30050.1
T302ca14bbc2c8f1f0622789340f83bc4,T2f2241cf3245f362bf3c4afc398915a8,1900-1-1,Cross,30168.5
T4abae5d6b7aff4a5addcdfcbf9d1f501,T6eda92b07515e7c27cbc62bd30ebf163,1900-1-1,Chain,30530.9016
Tfa71a6f4f9a1f6fa75d3048758acc05a,T92aa225618699692467c762b3bc5d627,1900-1-1,Cross,30589.56
T4ecc363e2cd6e86430aea4a8ee3e803e,Tb9649f0d095b502ef334dd7fcead92a0,1900-1-1,Cross,30600
Tacc303b754c1034ddc3725d982237cf2,T5166fce0349fef7b27e3e1b4a0752007,1900-1-1,Chain,30600
Tb2defd1fab3d0e72e085064e976afe6b,Tb004c6f5f2aab03ede9276480a852811,1900-1-1,Cross,30658
T91b0486221a4a89054a78855985fb3f5,T5b97665d6daef8d8d50f19f685b1beba,1900-1-1,Chain,30711.2
T314abf69cc421547066844ffb68c450f,T3b3654a127bd76a356f04d2b7ae9f707,1900-1-1,Chain,30780
Tfce6301aeff7761ca330a834e2d9eac8,T1992b3e8e0159ae2c5f5fbaee473bbc4,1900-1-1,Focus,30781.82
Tfce6301aeff7761ca330a834e2d9eac8,T4f167feb0fbec3d555ef59ab2bce7ea3,1900-1-1,Focus,30781.82
Tfce6301aeff7761ca330a834e2d9eac8,T60c67f3e1e0833c755a61351a3312b27,1900-1-1,Focus,30781.82
Tfce6301aeff7761ca330a834e2d9eac8,T80920d8acb68d853bf8d237ee5206504,1900-1-1,Focus,30781.82
Tfce6301aeff7761ca330a834e2d9eac8,Ta56835538948725e848ae6bc5cf1b548,1900-1-1,Focus,30781.82
Tfce6301aeff7761ca330a834e2d9eac8,Tcf4b73257ee7b829302c07f4396eb40c,1900-1-1,Focus,30781.82
Tfce6301aeff7761ca330a834e2d9eac8,Te74f46fb88eaef378cd911b5cb2c0796,1900-1-1,Focus,30781.82
Tfce6301aeff7761ca330a834e2d9eac8,Teeeaf05647cea1acee865d38138a1d49,1900-1-1,Focus,30781.82
T32196c1493107ce84d755da3306a65f9,Tee8ce8bf8d6b9c7cfef449ef93acd03d,1900-1-1,Cross,30856
T13db75d8f3766b7c9f106bccab270a74,T9d50465d0e04e8af2ba0bd2a7a50ad7f,1900-1-1,Cross,31000
T8192cfe2070ab58ee0aa68ba2e713ebf,T148a544a9d2141b07e34b693b97ed0de,1900-1-1,Focus,31000
Tbd8caf83b2bbbfbeba18eb99fd81b6d9,Te406528c7570230a2db63bef18f90da2,1900-1-1,Cross,31000
T0978a1e07b27612ba7a79ec12dfe92de,Tf66cbb240cfc764eede1fcc488f367e5,1900-1-1,Cross,31020
T17f7334f5b5b7229be05fa182222b65b,T27616d4cd0d2794c8f5eead1b733f826,1900-1-1,Cross,31116.26
Ta56c96728d260e426fc190319e89b24a,T74818fd451cba235d6a05fdd35e0fec5,1900-1-1,Chain,31200
Tc2678e4b65a7300e90d5eb2006e1e684,Ta0c93df7666f159a035424cdd6943147,1900-1-1,Cross,31200
T2c042699a27a7000a4bc006c13680a4a,T562da4a9b66c5476f632dea5f988186c,1900-1-1,Chain,31400
T6b64b567e6f244893c160744aee7a34b,Tcffdd0d807a7b09fc8f81214097124f5,1900-1-1,Chain,31420
T6b64b567e6f244893c160744aee7a34b,Tcffdd0d807a7b09fc8f81214097124f5,1900-1-1,Chain,31420
T9525462533c6d9fa7aebad820f2822f5,T6b75c1c63691fae04749840b532e09a2,1900-1-1,Chain,31567.5
Tc7f2ac2c6c3464e1a337e2d0b5a94182,T5acfce6e2c5cdc6fc1a8fee9f42a1fcd,1900-1-1,Cross,31600
T8b6296243fcfbac3556f4983ea412392,T413ff4e950b7ae476036fa1bd3aa9c16,1900-1-1,Cross,31755
